c_1,c_2,c_3,c_4,c_5,lev_1,lev_2,lev_3,lev_4,lev_5,code,def,source,type,list,ifc,par_1,par_2,sect,sect_parts
,,,,0006,,,,,"Номинальный ток сборных шин, устройства ввода со стороны ВН (УВН)",CFTA0006,"Указывается номинальный ток сборных шин, устройства ввода со стороны ВН (УВН) в соответствии с Паспортом изделия, согласно ГОСТ 14695-80 (СТ СЭВ 1127-78)","СП 333.1325800.2020
ГОСТ 14695-80 (СТ СЭВ 1127-78)",Текстовый,,,,,<Com>,TAA
,,,,0007,,,,,Способ выполнения нейтрали трансформатора на стороне НН,CFTA0007,"Указывается способ выполнения нейтрали трансформатора на стороне НН в соответствии с Паспортом изделия, согласно ГОСТ 14695-80 (СТ СЭВ 1127-78)","СП 333.1325800.2020
ГОСТ 14695-80 (СТ СЭВ 1127-78)",Текстовый,,,,,<Com>,TAA
,,,,0008,,,,,Тип выполнения выводов отходящих линий,CFTA0008,"Указывается тип выполнения выводов отходящих линий в соответствии с Паспортом изделия, согласно ГОСТ 14695-80","СП 333.1325800.2020
ГОСТ 14695-80 (СТ СЭВ 1127-78)",Текстовый,,,,,<Com>,TAA
,,,,0009,,,,,Тип выполнения высоковольтного ввода,CFTA0009,"Указывается тип выполнения высоковольтного ввода в соответствии с Паспортом изделия, согласно ГОСТ 14695-80 (СТ СЭВ 1127-78)","СП 333.1325800.2020
ГОСТ 14695-80 (СТ СЭВ 1127-78)",Текстовый,,,,,<Com>,TAA
,,,,0010,,,,,Тип КТП,CFTA0010,"Указывается тип КТП в соответствии с Паспортом изделия, согласно ГОСТ 14695-80 (СТ СЭВ 1127-78)","СП 333.1325800.2020
ГОСТ 14695-80 (СТ СЭВ 1127-78)",Текстовый,,,,,"<Com>
<CPr>","<Com>TAA
<CPr>CGGB__"
,,,,0011,,,,,Тип сети частотного преобразователя,CFTA0011,,СП 333.1325800.2020,Текстовый,,,,,<Com>,TAC
,,,,0012,,,,,Тип частотного преобразователя,CFTA0012,,СП 333.1325800.2020,Текстовый,,,,,<Com>,TAC
,,,,0013,,,,,Тип подключения частотного преобразователя,CFTA0013,,СП 333.1325800.2020,Текстовый,,,,,<Com>,TAC
,,,F,,,,,объект преобразования сигналов,,CFTF,,,,,,,,,
,,,,0001,,,,,Тип антенны,CFTF0001,"Указывается тип антенны в соответствии с Паспортом изделия, согласно ГОСТ Р 50867-96","СП 333.1325800.2020
ГОСТ Р 50867-96",Текстовый,,,,,<Com>,TFB
,,,,0002,,,,,Тип кабеля,CFTF0002,"Указывается тип кабеля в соответствии с Паспортом изделия, согласно ГОСТ Р 50867-96","СП 333.1325800.2020
ГОСТ Р 50867-96",Текстовый,,,,,<Com>,TFB
,,,,0003,,,,,Усиление,CFTF0003,"Указывается усиление в соответствии с Паспортом изделия, согласно ГОСТ Р 50867-96","СП 333.1325800.2020
ГОСТ Р 50867-96",Числовой,,,,,<Com>,TFB
,,,,0004,,,,,Частотный диапазон до,CFTF0004,"Указывается частотный диапазон до в соответствии с Паспортом изделия, согласно ГОСТ Р 50867-96","СП 333.1325800.2020
ГОСТ Р 50867-96",Числовой,,,,,<Com>,TFB
,,,,0005,,,,,Частотный диапазон от,CFTF0005,"Указывается частотный диапазон от в соответствии с Паспортом изделия, согласно ГОСТ Р 50867-96","СП 333.1325800.2020
ГОСТ Р 50867-96",Числовой,,,,,<Com>,TFB
,,U,,,,,объект для удержания,,,CFU_,,,,,,,,,
,,,B,,,,,переносящий объект,,CFUB,,,,,,,,,
,,,,0001,,,,,Стойкость к коррозии,CFUB0001,"Указывается стойкость к коррозии в соответствии с Паспортом изделия, согласно ГОСТ Р 52868-2007 (МЭК 61537:2006)","СП 333.1325800.2020
ГОСТ Р 52868-2007 (МЭК 61537:2006)",Текстовый,,,ПР 40 90 14,,<Com>,UBA
,,,,0002,,,,,Стойкость к распространению огня,CFUB0002,"Указывается номинальное сечение в соответствии с Паспортом изделия, согласно ГОСТ Р 52868-2007 (МЭК 61537:2006)","СП 333.1325800.2020
ГОСТ Р 52868-2007 (МЭК 61537:2006)",Текстовый,,,,,<Com>,UBA
,,,,0003,,,,,Возможность применения в ОКС с повышенными санитарно-эпидемиологическими требованиями,CFUB0003,"Указывается возможность применения в ОКС с повышенными санитарно-эпидемиологическими требованиями в соответствии с Паспортом изделия, согласно СП 2.1.3678-20","СП 333.1325800.2020
СП 2.1.3678-20",Текстовый,,,,,<Com>,UBK
,,,,0004,,,,,Класс герметичности,CFUB0004,"Указывается класс герметичности в соответствии с Паспортом изделия, согласно СП 60.13330.2020","СП 333.1325800.2020
СП 60.13330.2020",Текстовый,,,,,"<Com>
<CPr>","<Com>UBA
<CPr>CGKG__
<CPr>CGKN__"
,,,,0005,,,,,Тип воздуховода,CFUB0005,"Указывается тип воздуховода в соответствии с Паспортом изделия, согласно ГОСТ 8468-81","СП 333.1325800.2020
ГОСТ 8468-81",Текстовый,,,ПР 40 60 10,,<Com>,UBK
,,,,0006,,,,,Класс напряжения,CFUB0006,"Указывается класс напряжения в соответствии с Паспортом изделия, согласно ГОСТ Р 58018-2017, ГОСТ Р 58021-2017","СП 333.1325800.2020
ГОСТ Р 58018-2017 ГОСТ Р 58021-2017",Текстовый,,,,,<Com>,UBD
,,,,0007,,,,,Классификация композитного материала,CFUB0007,"Указывается классификация композитного материала в соответствии с Паспортом изделия, согласно ГОСТ Р 58018-2017, ГОСТ Р 58021-2017","СП 333.1325800.2020
ГОСТ Р 58018-2017 ГОСТ Р 58021-2017",Текстовый,,,,,<Com>,UBD
,,,,0008,,,,,Количество цепей опоры,CFUB0008,"Указывается количество цепей опоры в соответствии с Паспортом изделия, согласно ГОСТ Р 58018-2017, ГОСТ Р 58021-2017","СП 333.1325800.2020
ГОСТ Р 58018-2017 ГОСТ Р 58021-2017",Числовой,,,,,<Com>,UBD
,,,,0009,,,,,Масса опоры в сборе,CFUB0009,"Указывается масса опоры в сборе в соответствии с Паспортом изделия, согласно ГОСТ Р 58018-2017, ГОСТ Р 58021-2017","СП 333.1325800.2020
ГОСТ Р 58018-2017 ГОСТ Р 58021-2017",Числовой,,,,,<Com>,UBD
,,,,0010,,,,,Монтажное усиление,CFUB0010,"Указывается монтажное усиление в соответствии с Паспортом изделия, согласно ГОСТ Р 58018-2017, ГОСТ Р 58021-2017","СП 333.1325800.2020
ГОСТ Р 58018-2017 ГОСТ Р 58021-2017",Числовой,,,,,<Com>,UBD
,,,,0011,,,,,Наличие стойки подвеса грозотроса,CFUB0011,"Указывается наличие стойки подвеса грозотроса в соответствии с Паспортом изделия, согласно ГОСТ Р 58018-2017, ГОСТ Р 58021-2017","СП 333.1325800.2020
ГОСТ Р 58018-2017 ГОСТ Р 58021-2017",Логический,,,,,<Com>,UBD
,,,,0012,,,,,Предельная допустимая высота над уровнем моря,CFUB0012,"Указывается предельная допустимая высота над уровнем моря в соответствии с Паспортом изделия, согласно ГОСТ Р 58018-2017, ГОСТ Р 58021-2017","СП 333.1325800.2020
ГОСТ Р 58018-2017 ГОСТ Р 58021-2017",Числовой,,,,,<Com>,UBD
,,,,0013,,,,,Рабочий диапазон по ветру,CFUB0013,"Указывается рабочий диапазон по ветру в соответствии с Паспортом изделия, согласно ГОСТ Р 58018-2017, ГОСТ Р 58021-2017","СП 333.1325800.2020
ГОСТ Р 58018-2017 ГОСТ Р 58021-2017",Текстовый,,,,,<Com>,UBD
,,,,0014,,,,,Рабочий диапазон по гололеду,CFUB0014,"Указывается рабочий диапазон по гололеду в соответствии с Паспортом изделия, согласно ГОСТ Р 58018-2017, ГОСТ Р 58021-2017","СП 333.1325800.2020
ГОСТ Р 58018-2017 ГОСТ Р 58021-2017",Текстовый,,,,,<Com>,UBD
,,,,0015,,,,,Расчетная деформативность в нормальных режимах,CFUB0015,"Указывается расчетная деформативность в нормальных режимах в соответствии с Паспортом изделия, согласно ГОСТ Р 58018-2017, ГОСТ Р 58021-2017","СП 333.1325800.2020
ГОСТ Р 58018-2017 ГОСТ Р 58021-2017",Текстовый,,,,,<Com>,UBD
,,,,0016,,,,,Расчетные механические нагрузки в аварийных режимах,CFUB0016,"Указывается расчетные механические нагрузки в аварийных режимах в соответствии с Паспортом изделия, согласно ГОСТ Р 58018-2017, ГОСТ Р 58021-2017","СП 333.1325800.2020
ГОСТ Р 58018-2017 ГОСТ Р 58021-2017",Текстовый,,,,,<Com>,UBD
,,,,0017,,,,,Расчетные механические нагрузки в нормальных режимах,CFUB0017,"Указывается расчетные механические нагрузки в нормальных режимах в соответствии с Паспортом изделия, согласно ГОСТ Р 58018-2017, ГОСТ Р 58021-2017","СП 333.1325800.2020
ГОСТ Р 58018-2017 ГОСТ Р 58021-2017",Текстовый,,,,,<Com>,UBD
,,,,0018,,,,,Расчетный диапазон габаритных пролетов,CFUB0018,"Указывается расчетный диапазон габаритных пролетов в соответствии с Паспортом изделия, согласно ГОСТ Р 58018-2017, ГОСТ Р 58021-2017","СП 333.1325800.2020
ГОСТ Р 58018-2017 ГОСТ Р 58021-2017",Текстовый,,,,,<Com>,UBD
