Класс,Подкласс 1,Подкласс 2,Тип (%%),Наименование компонента,Определение компонента,Источник,Критерии определения подклассов,IFC-entity,IFC-Predefined Type,КСР,МССК,ПСК,Примечание,Синонимы,УИН
,,,WRD010,Контррельс,"Рельс специального или обычного профиля для предотвращения угрожающего безопасности движения поперечного смещения колесной пары подвижного состава перед стрелкой, на крестовинных узлах, на подходах к мостам, на самих мостах и на кривых участках пути малого радиуса внутризаводского транспорта",ГОСТ Р 50542-93,,IfcRail,CHECKRAIL,,ЭЛ 60 20 01 01,,,,KSI060000856
,,,WRD020,Рамный рельс,,СП 119.13330.2024 ,,IfcRail,STOCKRAIL,,ЭЛ 60 20 01 02,,,,KSI060000862
,,WRE,,Шпала,"Составная часть верхнего строения железнодорожного пути, служащая для фиксирования рельсов в устойчивом положении, обеспечения постоянства геометрических размеров и положения рельсовой колеи в плане и профиле, а также для передачи давления от железнодорожного подвижного состава и рельсов на нижнее строение пути непосредственно или через балластную призму",ГОСТ 34530-2019,,IfcTrackElement ,SLEEPER,,ЭЛ 60 20 02,,,,KSI060000853
,,WRF,,Остряк,,,,IfcRail,BLADE,,ЭЛ 60 20 01 04,,,,KSI060000854
,,WRG,,Стрелочная крестовина,"Часть железнодорожного стрелочного перевода или ромбовидного скрещения железнодорожных путей в виде клиновидного сердечника и двух усовиков, обеспечивающая безопасное для движения железнодорожного подвижного состава пересечение правого рельса одного пути с левым рельсом другого пути",ГОСТ Р 53431-2009,,IfcTrackElement,FROG,,ЭЛ 60 20 03,,,,KSI060000855
,,WRH,,Ограничивающие уклоны,"Уклоны, определяющие наибольшую допустимую крутизну элементов продольного профиля железнодорожного пути (трассы): руководящий уклон, уклон усиленной тяги, уравновешенный уклон, инерционный уклон",СП 119.13330.2024,,IfcRailwayPart, ,,,,,,KSI060000857
,,,WRH010,Инерционный уклон,"Уклон круче руководящего, преодолеваемый грузовым поездом при движении на подъем за счет работы силы тяги локомотива и использования накопленной на предыдущем участке кинетической энергии поезда",СП 119.13330.2024,,IfcRailwayPart, ,,,,,,KSI060000858
,,,WRH020,Руководящий уклон,"Наибольший затяжной подъем, по значению которого и расчетной минимальной скорости движения принятого тягового подвижного состава устанавливается норма массы поезда при одиночной тяге",СП 119.13330.2024,,IfcRailwayPart, ,,,,,,KSI060000859
,,,WRH030,Уклон усиленной тяги,"Уклон круче руководящего, преодолеваемый грузовым поездом с расчетной массой состава при движении на подъем за счет силы тяги основного и дополнительных локомотивов",СП 119.13330.2024,,IfcRailwayPart, ,,,,,,KSI060000860
,,,WRH040,Уравновешенный уклон,"Уклон (на подъем) круче руководящего уклона, применяемый в негрузовом направлении движения поездов при ярко выраженной неравномерности перевозок, который преодолевается грузовыми поездами с массой меньше, чем масса поездов, следующих в грузовом направлении",СП 119.13330.2024,,IfcRailwayPart, ,,,,,,KSI060000861
,,WRJ,,Предохранительные устройства,,СП 119.13330.2024,,,,,,,,,KSI060000863
,,,WRJ010,Предохранительный тупик,,СП 119.13330.2024,,IfcTrackElement,VEHICLESTOP,,,,,,KSI060000864
,,,WRJ020,Охранная стрелка,,СП 119.13330.2024,,IfcRail,GUARDRAIL,,,,,,KSI060000865
,,,WRJ030,Сбрасывающая стрелка,,СП 119.13330.2024,,,,,ЭЛ 60 20 12,,,,KSI060000866
